name,rating,reviews,category,hq,no_of_branches,salary,no_of_interviews,jobs
Bankedge,3.7,106,Education & Training ,Mumbai,14,176,5,--
Woodkraft (India) Private Limited,2.7,106,Real Estate ,Bangalore / Bengaluru,8,479,5,--
ATPI,3.8,106,Travel & Tourism ,Mumbai,6,773,7,14
Sekhmet Technologies,3.7,106,IT Services & Consulting ,Gurgaon / Gurugram,9,579,11,--
Food Service India,4.1,106,Food Processing ,Mumbai,23,640,3,--
BGD Tech PVT LTD,3.9,106,IT Services & Consulting ,Bangalore / Bengaluru,1,173,16,1
First Quantum Minerals,4.2,106,Metals & Mining ,Lusaka,2,27,12,--
Matrix Clothing,4.1,105,Fashion & Textile ,Gurgaon / Gurugram,4,406,4,--
Government of Madhya Pradesh,3.8,105,Government ,Bhopal,40,476,1,--
InternIn,4.4,105,Recruitment ,Mumbai,16,71,2,--
Meritshot,4.8,105,Education & Training ,Noida,2,38,16,--
IPCS Global,3.7,105,Education & Training ,Kochi,21,282,15,15
Fedders Lloyd,4.3,105,Engineering & Construction ,New Delhi,24,309,--,--
Room to Read,3.7,105,Non-Profit ,New Delhi,25,280,13,28
Enrich Agro Food Products,3.6,105,FMCG ,Rohtak,6,552,8,--
Siemens Building Technologies,4.2,105,Industrial Automation ,Pune,17,672,6,--
Unimark Remedies,3.2,105,Pharma ,Vapi,11,339,4,--
Appventurez,3.3,105,IT Services & Consulting ,Noida,5,649,17,--
Aamby Valley City,3.6,105,Real Estate ,Pune,7,298,2,10
Govt of Karnataka,4.1,105,Government ,Bangalore / Bengaluru,27,508,3,--
Central Electronics,3.5,105,Government ,Ghaziabad,7,508,5,--
APPL Industries,3.4,105,Chemicals ,Pune,17,559,4,--
RATNATRIS PHARMACEUTICALS PRIVATE LIMITED,4.0,105,Pharma ,Ahmedabad,5,367,9,3
Unified Infotech,4.4,106,IT Services & Consulting ,Kolkata,2,433,16,5
Ashapurna Buildcon,4.2,105,Real Estate ,Jodhpur,5,195,6,23
Tecno Mobile,3.7,105,Consumer Electronics & Appliances ,Noida,49,318,12,--
Lloyds Engineering Works Limited,4.2,105,Industrial Machinery ,Mumbai,10,457,7,6
Shree Shubham Logistics,4.4,105,Logistics ,Mumbai,33,339,4,1
Rtech Group,3.5,105,Real Estate ,Jaipur,11,438,3,5
SEPC Limited,4.1,105,Oil & Gas ,Chennai,17,457,4,--
Vista Furnishing Limited,4.0,105,Furniture & Furnishing ,Ghaziabad,9,321,14,9
Vibrant Screen,3.7,105,Recruitment ,Bangalore / Bengaluru,7,401,3,--
Jamia Millia Islamia,4.4,105,Education & Training ,New Delhi,6,362,2,--
ekincare,3.1,105,Healthcare ,Hyderabad / Secunderabad,6,554,11,17
Ruban Memorial Hospital,3.8,105,Healthcare ,Patna,2,327,9,3
Nath Bio - Genes,4.2,105,Agro Chemicals ,Aurangabad,21,336,5,--
Flourish Pure Foods,1.7,105,Food Processing ,Ahmedabad,9,471,5,--
Intercraft Trading,4.4,105,Beauty & Personal Care ,Mumbai,20,282,3,--
Manya Education,3.0,105,Education & Training ,New Delhi,12,406,6,--
Vandhana International,3.6,105,Railways ,New Delhi,12,413,16,3
Oxalis Pharmaceuticals,3.9,105,Pharma ,Baddi,6,490,4,--
Medicamen Biotech,3.4,105,Pharma ,New Delhi,5,515,6,1
Affinity Global Advertising,3.0,105,Marketing & Advertising ,Pune,5,649,6,21
Acme Services,4.5,105,Recruitment ,Mumbai,5,256,26,62
Hubert Enviro Care Systems,3.2,105,Waste Management ,Chennai,17,684,7,20
Success Pact Consulting,3.7,105,Recruitment ,Noida,4,292,10,35
XYXX Apparels,4.0,106,Fashion & Textile ,Mumbai,25,893,15,1
Jocata Financial Advisory and Technology,3.4,105,Financial Services ,Hyderabad / Secunderabad,4,920,14,--
TechStar Group,3.5,105,IT Services & Consulting ,Hyderabad / Secunderabad,9,888,10,115
AAI Cargo Logistics and Allied Services Company,2.5,105,,Chennai,19,287,11,--
Eco Protection Engineers,4.3,105,Waste Management ,Chennai,17,478,11,--
Centric Consulting,3.6,105,,Gurgaon / Gurugram,3,930,18,3
Reebok,4.3,105,Fashion & Textile ,New Delhi,40,295,5,--
Skanray Technologies,3.1,105,Medical Equipment ,Mysuru / Mysore,17,592,4,--
Government of Kerala,3.8,105,Government ,Thiruvananthapuram,22,522,3,--
MSL Group,3.3,105,,New Delhi,18,526,8,1
Mahatma Gandhi Medical College & Hospital,4.1,105,Education & Training ,Jaipur,14,419,7,--
Kyocera Document Solutions India,3.6,105,Printing & Publishing ,Gurgaon / Gurugram,20,535,8,--
Ashwini Hospital,3.5,105,Healthcare ,Cuttack,19,394,1,--
MPOnline,3.3,105,IT Services & Consulting ,Bhopal,14,411,5,--
R M Chemicals,3.8,105,FMCG ,Baddi,7,421,11,--
Chassis Brakes International,3.7,105,Auto Components ,Jalgaon,8,263,3,--
Saboo RKS Motor,4.3,106,Automobile ,Hyderabad / Secunderabad,10,408,7,--
The India Thermit Corporation,3.6,105,Industrial Machinery ,Kanpur,8,480,10,1
Oncospark India Private Limited,3.9,105,Analytics & KPO ,Chennai,4,539,7,9
Arki Techno Consultants,3.1,105,Engineering & Construction ,Bhubaneswar,21,316,4,--
Gar Corporation,3.8,105,Real Estate ,Hyderabad / Secunderabad,2,552,7,--
IFGL Refractories,3.7,105,Industrial Machinery ,Rourkela,17,485,6,--
Cogeme Precision Parts,3.7,105,Industrial Machinery ,Pune,1,467,2,--
ESIC Medical College and Hospital,4.1,105,Education & Training ,Hyderabad / Secunderabad,15,538,4,--
Winman Software,4.0,105,Software Product ,Mangaluru,,368,32,4
National Public School,3.2,105,Education & Training ,Bangalore / Bengaluru,14,532,7,17
Filter Concept Private Ltd,4.8,105,,Ahmedabad,3,114,2,--
Jekson Vision,3.9,105,IT Services & Consulting ,Ahmedabad,6,756,10,1
TekFriday Processing Solutions,3.7,105,IT Services & Consulting ,Hyderabad / Secunderabad,,688,11,6
Neo Metaliks,3.6,105,Metals & Mining ,Durgapur,4,476,6,1
IndiGrid,3.9,105,Real Estate ,Mumbai,23,523,12,3
Waah Jobs,4.2,105,Internet ,Mumbai,15,453,6,--
The Good Glamm Group,3.1,105,IT Services & Consulting ,New Delhi,10,596,7,--
Intello Labs Pvt Ltd,3.8,105,IT Services & Consulting ,Gurgaon / Gurugram,13,491,8,--
Airtel X- Labs,3.1,105,,Gurgaon / Gurugram,6,798,13,--
Centuary Fibre Plates,4.4,105,Furniture & Furnishing ,Hyderabad / Secunderabad,23,473,6,6
Indus Health Plus,3.0,105,Fitness & Wellness ,Pune,17,461,4,7
Getronics,4.3,105,IT Services & Consulting ,Bangalore / Bengaluru,11,836,7,13
Waah Jobs,4.2,105,Internet ,Mumbai,15,453,6,--
MPOnline,3.3,105,IT Services & Consulting ,Bhopal,14,411,5,--
ESIC Medical College and Hospital,4.1,105,Education & Training ,Hyderabad / Secunderabad,15,538,4,--
Neo Metaliks,3.6,105,Metals & Mining ,Durgapur,4,476,6,1
TekFriday Processing Solutions,3.7,105,IT Services & Consulting ,Hyderabad / Secunderabad,,688,11,6
Saboo RKS Motor,4.3,106,Automobile ,Hyderabad / Secunderabad,10,408,7,--
Chassis Brakes International,3.7,105,Auto Components ,Jalgaon,8,263,3,--
Garrett - Advancing Motion,3.4,105,Auto Components ,Pune,6,798,13,13
Woodrock Infotech Private Limited,2.8,105,BPO ,Kolkata,4,195,7,--
Sankei Giken,3.9,105,Auto Components ,Rewari,5,437,9,--
T.R. Sawhney Motors,3.8,105,Automobile ,New Delhi,15,332,--,--
JS Auto Cast Foundry,3.7,105,,Coimbatore,5,631,8,--
Progcap,4.1,106,Financial Services ,New Delhi,13,704,9,3
PaywithRING,4.2,105,FinTech ,Mumbai,20,296,14,10
Logelite,4.5,105,Software Product ,Lucknow,3,90,4,6
Birla Fertility & IVF,3.8,105,Healthcare ,New Delhi,24,287,5,9
Wealth Clinic,3.4,105,Real Estate ,Noida,6,405,10,7
Vishakha Glass,3.9,105,,Mundra,7,396,10,--
Conceptia Software Technologies,3.9,105,Defence & Aerospace ,Bangalore / Bengaluru,9,521,5,12
U K Paints,3.2,105,Building Material ,New Delhi,9,344,12,--
6Sense,3.4,105,Software Product ,Pune,1,482,14,--
Hailstone Innovations,3.9,105,Industrial Machinery ,Palakkad,11,493,14,14
R M Chemicals,3.8,105,FMCG ,Baddi,7,421,11,--
Sher-I-Kashmir Institute of Medical Sciences,4.3,107,Healthcare ,Srinagar,5,247,3,--
Shabari Telecable Network,3.5,105,Facility Management Services ,Bangalore / Bengaluru,7,503,8,--
Almonds Ai,4.6,105,Software Product ,Gurgaon / Gurugram,2,111,10,38
Net Business Solutions,3.8,105,IT Services & Consulting ,Mumbai,22,587,4,--
QDVC,4.7,104,Engineering & Construction ,Doha,6,94,3,--
Setindiabiz Private Limited,4.1,104,Legal ,New Delhi,5,167,2,7
PACL India,3.7,104,Real Estate ,New Delhi,46,190,1,--
KrishTeck Technologies,4.6,104,IT Services & Consulting ,Salem,26,14,8,5
Brindavan Bottlers,3.6,104,Beverage ,Lucknow,10,381,1,--
Ola cars,3.5,104,,New Delhi,26,382,6,--
Le Marche,3.1,104,Retail ,New Delhi,4,381,7,--
Labdhi Lifestyle Limited,3.9,104,Real Estate ,Mumbai,3,184,6,7
Mohan Impex,4.1,104,,Kolkata,11,213,12,--
URS Scott Wilson India,4.1,104,Engineering & Construction ,Kolkata,29,229,2,--
Sustainable Agro-commercial Finance,4.5,104,NBFC ,Mumbai,35,365,6,--
Vishal Enterprises,4.1,104,Fashion & Textile ,Surat,34,448,4,--
Scott Edil Pharmacia,3.6,104,Pharma ,Baddi,8,555,10,2
Dhanuka Laboratories,3.6,105,Pharma ,Gurgaon / Gurugram,8,496,4,--
SPS Hospitals,4.3,104,Healthcare ,Ludhiana,5,250,6,1
Via.com,4.2,104,Media & Entertainment ,Bangalore / Bengaluru,11,468,6,2
Indus International School,3.8,104,Education & Training ,Bangalore / Bengaluru,8,321,4,1
Sahyadri Farmers Producer Company,3.6,104,Food Processing ,Nashik,9,499,11,1
Counsel India,2.9,104,,Noida,3,269,6,9
Nureca Limited,4.1,104,Medical Equipment ,Chandigarh,14,368,9,3
BITS Pilani,4.1,104,Education & Training ,Hyderabad / Secunderabad,21,550,10,--
Techversant Infotech,3.7,104,IT Services & Consulting ,Thiruvananthapuram,4,503,15,23
Velan Info Services,3.7,104,IT Services & Consulting ,Coimbatore,2,417,9,8
Netxcell,3.7,104,Telecom ,Hyderabad / Secunderabad,11,650,4,5
D&H Sécheron Electrodes,3.9,104,Industrial Machinery ,Indore,23,412,12,--
YouGov,3.9,104,Analytics & KPO ,Mumbai,4,551,11,6
Velocity Software Solutions,4.0,104,IT Services & Consulting ,Noida,7,348,17,--
Vatsal Technosoft,4.4,104,IT Services & Consulting ,Ahmedabad,6,25,6,--
Vensar Constructions,4.2,104,Engineering & Construction ,Jammu,19,414,9,--
Zeus Learning,3.1,104,EdTech ,Mumbai,7,714,36,3
Accurate Background,3.9,104,Recruitment ,Mumbai,6,645,9,17
PlasmaGen Biosciences,3.8,104,,Bangalore / Bengaluru,10,551,5,6
Sumtotal Systems,3.7,104,IT Services & Consulting ,Hyderabad / Secunderabad,,800,11,--
All India Institute of Local Self Government,3.5,104,Healthcare ,New Delhi,33,367,2,--
D&H Sécheron Electrodes,3.9,104,Industrial Machinery ,Indore,23,412,12,--
Velocity Software Solutions,4.0,104,IT Services & Consulting ,Noida,7,348,17,--
The New Indian Express,3.8,104,Printing & Publishing ,Chennai,22,545,4,1
BITS Pilani,4.1,104,Education & Training ,Hyderabad / Secunderabad,21,550,10,--
Spack Automotives,3.3,104,,Greater Noida,11,436,12,--
YouGov,3.9,104,Analytics & KPO ,Mumbai,4,551,11,6
Gateway Distriparks,3.7,104,Logistics ,New Delhi,13,494,5,7
PlasmaGen Biosciences,3.8,104,,Bangalore / Bengaluru,10,551,5,6
Accurate Background,3.9,104,Recruitment ,Mumbai,6,645,9,17
Asmoh Laboratories,4.0,104,Pharma ,Noida,3,222,14,2
GoldenSource,3.7,104,IT Services & Consulting ,Mumbai,5,902,11,1
TTEC Digital,3.6,104,,Hyderabad / Secunderabad,4,549,15,16
Velan Info Services,3.7,104,IT Services & Consulting ,Coimbatore,2,417,9,8
Vensar Constructions,4.2,104,Engineering & Construction ,Jammu,19,414,9,--
Vatsal Technosoft,4.4,104,IT Services & Consulting ,Ahmedabad,6,25,6,--
Zeus Learning,3.1,104,EdTech ,Mumbai,7,714,36,3
Netxcell,3.7,104,Telecom ,Hyderabad / Secunderabad,11,650,4,5
Sumtotal Systems,3.7,104,IT Services & Consulting ,Hyderabad / Secunderabad,,800,11,--
Y Equipment Services Pvt Ltd,3.7,104,Building Material ,Greater Noida,22,594,17,--
BG LIIN Electrical,3.7,104,,Aurangabad,5,421,4,--
Maharani Innovative Paints,3.5,104,Chemicals ,Faridabad,14,515,2,--
MGM Healthcare,3.9,104,Healthcare ,Chennai,4,690,9,--
Duroply Industries,3.9,105,Building Material ,New Delhi,29,431,12,3
Ayana Renewable Power,4.4,104,Power ,Bangalore / Bengaluru,15,464,3,8
ShipBob,4.0,104,Logistics ,New Delhi,2,348,21,5
Kun Hyundai,3.9,104,Automobile ,Chennai,10,558,4,--
ACPL Systems,3.5,104,Law Enforcement & Security ,Gurgaon / Gurugram,14,591,7,1
Vardhman Acrylics,3.7,104,Fashion & Textile ,Bharuch,10,513,7,--
Raja Software Labs,3.4,104,IT Services & Consulting ,Pune,1,619,44,18
Abhyudaya Co-operative Bank,3.9,104,Banking ,Mumbai,12,488,2,--
Jaycee Punching Solution,3.9,104,Electronics Manufacturing ,Faridabad,16,418,3,1
Avacend Solutions,4.0,104,Recruitment ,Chennai,22,585,6,--
GlobeGround India,3.7,104,Aviation ,Bangalore / Bengaluru,10,348,7,--
Mantle Solutions,3.4,104,,Kochi,4,579,7,10
Grohe,4.2,104,Architecture & Interior Design ,Gurgaon / Gurugram,33,421,6,--
Anthea Pharma,3.8,104,,Hyderabad / Secunderabad,3,369,21,5
TRACKS AND TOWERS INFRATECH,3.9,104,Engineering & Construction ,Hyderabad / Secunderabad,24,500,7,6
Mangalam Information Technolgies,3.8,104,IT Services & Consulting ,Ahmedabad,5,431,7,3
Njs Engineers India,4.2,104,Waste Management ,New Delhi,19,454,5,--
Navigant Technologies,2.3,104,BPO ,New Delhi,5,437,11,--
Jubilant Chemsys,4.1,104,Pharma ,Noida,7,151,3,--
SMC Real Estate Advisors,3.1,104,Real Estate ,Pune,11,413,4,3
ERD Technologies,4.0,104,Electronics Manufacturing ,Noida,6,486,7,3
Flynaut SaaS,3.8,106,IT Services & Consulting ,Pune,6,287,19,4
Moneyboxx Finance,3.8,105,NBFC ,Mumbai,54,377,7,14
Apex Kidney Care,3.8,104,Healthcare ,Mumbai,17,367,6,6
Reynold India,4.6,104,Industrial Machinery ,Noida,10,231,2,14
Kajaria Bathware,4.2,104,,Bhiwadi,30,373,6,--
Metec Design & Construction Engineers,4.0,104,Engineering & Construction ,Chennai,7,407,3,--
INADEV,3.7,104,IT Services & Consulting ,Kolkata,7,407,5,9
Shree Malani Foams,3.7,104,,Hyderabad / Secunderabad,13,545,8,--
Atandra Energy,4.3,104,Electronics Manufacturing ,Chennai,13,323,5,8
Envirocare Labs,4.0,104,Clinical Research ,Mumbai,7,367,11,5
Platinum Waltech,2.0,103,Engineering & Construction ,New Delhi,25,172,6,--
Rajdeep Buildcon,3.4,103,Engineering & Construction ,Pune,18,313,3,--
Al Naboodah,4.6,103,Engineering & Construction ,Dubai,10,201,3,--
Mindseed,4.1,103,Education & Training ,Mumbai,11,240,8,9
CNSI,4.4,103,IT Services & Consulting ,Chennai,2,835,5,8
OrigoFinance,4.1,103,Financial Services ,Hyderabad / Secunderabad,24,351,9,--
Yellow Banana Food Company,3.3,103,Hospitality ,Mumbai,5,414,6,--
OrigoFinance,4.1,103,Financial Services ,Hyderabad / Secunderabad,24,351,9,--
Mindseed,4.1,103,Education & Training ,Mumbai,11,240,8,9
Amogha Polymers,3.8,103,Building Material ,Coimbatore,22,260,7,1
Falcon Force,4.2,103,IT Services & Consulting ,Gurgaon / Gurugram,4,278,7,--
Azure Knowledge Corporation,3.9,103,Analytics & KPO ,Ahmedabad,7,320,8,2
Mani Group,3.2,103,Real Estate ,Kolkata,7,336,4,--
Medgulf Construction Company,3.5,103,Engineering & Construction ,Doha,7,263,6,--
Hermes I Tickets,4.5,103,Internet ,Chennai,15,389,--,--
Harsha Toyota,4.3,103,Automobile ,Chennai,7,406,4,--
Toyoda Gosei South India,3.9,103,,Bangalore / Bengaluru,5,437,8,1
Medsource Ozone Biomedicals,3.5,103,Pharma ,Faridabad,21,370,7,4
MAHLE Engineering,4.0,103,,Pune,1,620,11,--
Seagate,3.4,103,Hardware & Networking ,Pune,5,706,18,5
Dana Group,4.1,103,Pharma ,Pune,18,496,--,--
Municipal Council,4.2,103,,New Delhi,62,402,2,--
Plr Projects,4.1,103,Engineering & Construction ,Hyderabad / Secunderabad,21,379,3,--
Lohum Cleantech,3.3,103,Semiconductors ,Greater Noida,6,380,16,--
Euclid Innovations,3.4,103,IT Services & Consulting ,Hyderabad / Secunderabad,5,728,5,139
Ashok Iron Group,3.7,103,Iron & Steel ,Belgaum,6,575,5,--
NTL Electronics India,4.7,103,Electronics Manufacturing ,Noida,11,303,1,--
VFS Capital,3.6,103,NBFC ,Kolkata,29,258,4,--
iB Arts,4.0,103,IT Services & Consulting ,Kolkata,2,145,15,2
Prabhudas Lilladher,3.2,103,Financial Services ,Mumbai,15,725,7,3
Valmont Structures,2.9,103,Industrial Machinery ,Pune,6,652,18,4
DP Chocolates,4.3,103,Food Processing ,Baddi,10,437,5,--
Codewave Technologies,4.7,103,IT Services & Consulting ,Bangalore / Bengaluru,3,241,14,--
Union Mutual Fund,3.5,103,Financial Services ,Mumbai,40,517,7,1
SAL Automotive,3.9,103,Auto Components ,Patiala,12,482,12,--
BHARAT TECHNO PLAST,3.7,103,Auto Components ,Ahmedabad,6,402,3,--
Sapphire International School,3.8,103,Education & Training ,Noida,6,243,6,--
SoftProdigy System Solutions,3.9,103,IT Services & Consulting ,Mohali,1,362,5,11
Amalgamations Valeo Clutch,3.6,103,Auto Components ,Chennai,5,582,5,--
T & T Infra,4.0,103,Engineering & Construction ,Pune,9,375,5,1
Brahmaputra Cracker and Polymer,4.4,103,,Dibrugarh,12,653,4,--
Ayushman Hospital & Health Services,3.9,103,Healthcare ,New Delhi,11,466,4,3
Avekshaa Technologies,4.4,103,Software Product ,Bangalore / Bengaluru,4,269,7,17
Indogulf CropSciences,3.4,103,Agro Chemicals ,New Delhi,16,467,2,2
Nisum,2.8,103,IT Services & Consulting ,Hyderabad / Secunderabad,8,1k,21,20
Lexmark International,3.7,103,IT Services & Consulting ,Kolkata,3,623,10,2
Flowserve Sanmar,3.4,103,Chemicals ,Chennai,14,468,8,--
Keyideas,4.2,103,Software Product ,Gurgaon / Gurugram,2,162,14,25
CIBERsites India,3.6,103,IT Services & Consulting ,Bangalore / Bengaluru,4,969,3,--
Tatsuno India,3.3,103,Oil & Gas ,Mumbai,15,440,5,15
K & J Project,3.2,103,Engineering & Construction ,Nagpur,25,412,4,--
Axis Risk Consulting Services,3.5,103,,Gurgaon / Gurugram,12,784,5,--
Xtranet Technologies,3.0,103,IT Services & Consulting ,Bhopal,11,749,8,5
Sigma Corporation India,3.9,103,Auto Components ,Gurgaon / Gurugram,7,650,7,--
Rishita Developers,4.1,103,Real Estate ,Lucknow,2,388,3,--
Derewala Jewellery Industries,3.1,103,Jewellery ,Jaipur,2,523,9,5
MS Education Academy,3.5,103,Education & Training ,Hyderabad / Secunderabad,17,414,6,1
TSS Consultancy,3.7,103,,Mumbai,9,921,27,7
Nissan Digital,3.6,103,IT Services & Consulting ,Thiruvananthapuram,2,739,9,--
Worldpay,3.9,103,FinTech ,Indore,5,945,7,32
MindTickle,2.8,103,IT Services & Consulting ,Pune,5,767,26,45
Novigo Solutions,3.8,103,IT Services & Consulting ,Bangalore / Bengaluru,7,1.1k,17,--
Pena4 Tech Solutions,4.0,103,IT Services & Consulting ,Visakhapatnam,1,536,8,4
Rotary Engineering,4.3,103,Oil & Gas ,Chennai,11,314,4,--
Aptia,2.7,103,,Mumbai,6,467,4,--
NextGen Invent,3.8,103,IT Services & Consulting ,Noida,5,319,4,10
SmartConnect Technologies,3.0,103,IT Services & Consulting ,Mumbai,10,642,6,4
Sunrise Biztech Systems,3.6,103,IT Services & Consulting ,Bangalore / Bengaluru,3,488,12,10
Wizertech Informatics,4.2,103,IT Services & Consulting ,Kolkata,15,482,2,3
Ansal Housing & Construction,4.0,103,Real Estate ,New Delhi,12,434,8,3
Blue Consulting,4.0,103,Accounting & Auditing ,Noida,7,348,9,19
Citec Engineering,3.3,103,Engineering & Construction ,Mumbai,4,639,6,--
ams OSRAM,3.2,103,,Bangalore / Bengaluru,21,676,5,21
Mahabal Group of Industries,3.6,103,Auto Components ,Sangli,7,479,2,--
Lansum Properties,3.9,103,Real Estate ,Hyderabad / Secunderabad,2,426,5,15
SAAB ENGINEERING,4.1,103,Auto Components ,Bangalore / Bengaluru,4,524,3,5
Mas Rural Housing Mortgage Finance,4.2,103,Financial Services ,Ahmedabad,38,297,3,24
SunSource Energy,4.2,103,Power ,Noida,12,543,6,6
RAKBANK,3.3,103,Banking ,Dubai,7,400,5,--
Daicel Chiral Technologies,4.1,103,Pharma ,Hyderabad / Secunderabad,2,558,--,1
Swami Vivekanand Subharti University,3.9,103,Education & Training ,Meerut,6,290,2,176
Privi Life Sciences,3.8,103,Agriculture ,Mumbai,24,437,4,--
Visit Health,3.0,103,,New Delhi,5,534,11,39
TROPICAL AGROSYSTEM (I),4.3,103,Agro Chemicals ,Chennai,36,292,--,12
Hirotec,3.9,104,Auto Components ,Coimbatore,6,606,7,10
SAP Ariba,4.1,103,Software Product ,Bangalore / Bengaluru,4,922,3,--
Robt Stone (ME) LLC,3.0,103,Oil & Gas ,Abu Dhabi,3,303,11,--
Priyagold Biscuits,2.8,103,Food Processing ,Noida,29,312,4,--
Paranjape Autocast,3.6,103,Auto Components ,Pune,4,527,3,--
Flip Robo Technologies,3.2,103,,Bangalore / Bengaluru,9,433,9,--
The Grand New Delhi,4.1,102,Hospitality ,New Delhi,5,415,4,--
Synophic Systems,3.5,102,Hardware & Networking ,Bangalore / Bengaluru,21,396,3,--
L&T Metro Rail,4.3,102,Urban Transport ,Hyderabad / Secunderabad,12,421,9,1
Minda Silca Engineering,4.1,102,Industrial Automation ,Noida,6,514,8,--
Madura Fashion & Lifestyle,3.9,102,,Bangalore / Bengaluru,30,263,5,--
Pooja Forge,3.8,102,Industrial Machinery ,Faridabad,6,446,12,--
IND-SPHINX PRECISION,4.0,102,Industrial Machinery ,Solan,5,384,5,--
RG Group,4.0,102,Real Estate ,New Delhi,10,433,5,--
Ramkrishna Care Hospital,3.7,102,Healthcare ,Raipur,9,357,3,--
Skylark Group,3.6,102,Food Processing ,Gurgaon / Gurugram,26,516,8,8
Auxein Medical,3.4,102,Medical Equipment ,New Delhi,5,481,10,5
Rij Engineering,4.2,102,Auto Components ,Pune,5,437,6,--
Oswal Woollen Mills,3.8,102,Fashion & Textile ,Ludhiana,6,429,4,--
Madhav Limaye Consulting,3.9,102,Engineering & Construction ,Pune,2,234,4,2
Seedwill Consulting,3.8,102,Real Estate ,Gurgaon / Gurugram,7,224,9,--
SKM Animal Feeds and Foods,3.5,102,Food Processing ,Erode,23,531,5,--
Gp Petroleums,3.5,102,Oil & Gas ,Mumbai,21,382,8,--
Basware,3.5,102,IT Services & Consulting ,Chandigarh,3,712,20,1
Fouress Engineering India,2.9,102,Engineering & Construction ,Bangalore / Bengaluru,6,441,7,--
Nice Software Solutions,2.9,102,IT Services & Consulting ,Pune,3,935,10,11
Mumbai Metro One,3.9,102,Urban Transport ,Mumbai,2,560,5,--
Outline Systems,3.8,102,IT Services & Consulting ,Chandigarh,5,582,4,1
Frontline NCR Business Solutions,3.4,102,Facility Management Services ,New Delhi,24,378,--,--
G Plast,3.6,102,Industrial Machinery ,Coimbatore,2,504,5,30
Wave Beverages,3.7,102,Beverage ,Amritsar,9,362,4,--
Fia Technology Services,3.7,102,FinTech ,Gurgaon / Gurugram,23,407,10,14
R-pac,3.3,102,Packaging ,Mumbai,7,551,8,--
Tega McNally Minerals,3.4,102,Industrial Machinery ,Bangalore / Bengaluru,7,546,3,--
Bernhard Schulte Shipmanagement,4.1,102,Ports & Shipping ,Mumbai,6,472,4,30
RSP Design Consultants,3.8,102,Architecture & Interior Design ,Bangalore / Bengaluru,14,570,5,1
